Entity,Code,Year,"GDP, PPP (constant 2017 international $)",Annual CO₂ emissions,Annual consumption-based CO₂ emissions
Madagascar,MDG,1995,21143413000,1192441,1698160.5
Madagascar,MDG,1996,21598884000,1245339,1426571.9
Madagascar,MDG,1997,22396637000,1535182,1789442
Madagascar,MDG,1998,23273930000,1619053,2212731.5
Madagascar,MDG,1999,24367626000,1762736,2532847.2
Madagascar,MDG,2000,25453656000,1947883,2711850.5
Madagascar,MDG,2001,26975844000,1743020,2617284.8
Madagascar,MDG,2002,23628690000,1235809,1996708.9
Madagascar,MDG,2003,25940732000,1692058,2834236.2
Madagascar,MDG,2004,27304438000,1804376,2834950
Madagascar,MDG,2005,28602993000,1741080,2922129.2
Madagascar,MDG,2006,30147130000,1674711,2737692
Madagascar,MDG,2007,31868699000,1735019,2903816.5
Madagascar,MDG,2008,34007929000,1779958,4201031
Madagascar,MDG,2009,32654852000,1706379,3510342
Madagascar,MDG,2010,32857063000,1871843,3205962.8
Madagascar,MDG,2011,33375689000,2373945,3777002.2
Madagascar,MDG,2012,34380680000,2744214,4066279.2
Madagascar,MDG,2013,35171566000,3207590,4753340
Madagascar,MDG,2014,36346016000,3157868,4963254
Madagascar,MDG,2015,37484480000,3227484,4854129.5
Madagascar,MDG,2016,38981290000,3267788,4795204
Madagascar,MDG,2017,40514544000,4118890.8,5695831
Madagascar,MDG,2018,41808724000,3791318,5122503.5
Madagascar,MDG,2019,43653005000,4256360,5575061
Madagascar,MDG,2020,40537194000,3963948,5415901.5
Madagascar,MDG,2021,42321780000,4266675,5930281.5
Madagascar,MDG,2022,,4403593,
Malawi,MWI,1990,8959427000,740333,1535422
Malawi,MWI,1991,9741606000,787610,1546413.1
Malawi,MWI,1992,9027256000,787089,1527034.9
Malawi,MWI,1993,9902163000,881995,1691134.4
Malawi,MWI,1994,8888163000,901750,1718418.8
Malawi,MWI,1995,10375048000,906502,1777595.4
Malawi,MWI,1996,11134158000,919530,2031196.5
Malawi,MWI,1997,11556411000,914855,1990716.9
Malawi,MWI,1998,12006563000,901754,1938940.1
Malawi,MWI,1999,12371836000,893264,1892063.1
Malawi,MWI,2000,12566826000,857646,812680.2
Malawi,MWI,2001,11941631000,773253,722291.25
Malawi,MWI,2002,12144639000,856235,836146.8
Malawi,MWI,2003,12837567000,918499,984787.94
Malawi,MWI,2004,13533428000,901678,837882.56
Malawi,MWI,2005,13975799000,848983,786252.7
Malawi,MWI,2006,14632661000,847983,875641.2
Malawi,MWI,2007,16037396000,919470,844799.94
Malawi,MWI,2008,17262612000,998373,931093.56
Malawi,MWI,2009,18700261000,1013307,905002.5
Malawi,MWI,2010,19985730000,968498,905531.8
Malawi,MWI,2011,20955847000,1056154,982636.7
Malawi,MWI,2012,21351033000,1066113,1071040.8
Malawi,MWI,2013,22461286000,1145877,1025231.5
Malawi,MWI,2014,23741580000,1040758.94,949185.9
Malawi,MWI,2015,24406344000,1082885,989670
Malawi,MWI,2016,25012607000,1205613,1237274.2
Malawi,MWI,2017,26013118000,1229673,1139519.4
Malawi,MWI,2018,27155534000,1723025,2650411.8
Malawi,MWI,2019,28635017000,1636507,2596826.8
Malawi,MWI,2020,28864096000,1870757,2890007.2
Malawi,MWI,2021,29658268000,2078419.9,3229500.5
Malawi,MWI,2022,,2094072.1,
Malaysia,MYS,1990,1.85817E+11,54269364,66056508
Malaysia,MYS,1991,2.03554E+11,65785132,72891780
Malaysia,MYS,1992,2.2164E+11,72961016,81517430
Malaysia,MYS,1993,2.43571E+11,86718630,87244000
Malaysia,MYS,1994,2.66009E+11,88036030,87396830
Malaysia,MYS,1995,2.92155E+11,110840970,98983464
Malaysia,MYS,1996,3.21379E+11,110632800,100827830
Malaysia,MYS,1997,3.44912E+11,119628820,112663624
Malaysia,MYS,1998,3.19529E+11,109781690,79317440
Malaysia,MYS,1999,3.3914E+11,103986550,93530250
Malaysia,MYS,2000,3.69184E+11,122878050,112896120
Malaysia,MYS,2001,3.71095E+11,130890050,118496250
Malaysia,MYS,2002,3.91101E+11,132035230,124204616
Malaysia,MYS,2003,4.1374E+11,153384340,126718920
Malaysia,MYS,2004,4.41806E+11,169678300,134597250
Malaysia,MYS,2005,4.65364E+11,169967330,137350530
Malaysia,MYS,2006,4.91353E+11,170166450,138660780
Malaysia,MYS,2007,5.22303E+11,175450780,148127520
Malaysia,MYS,2008,5.47539E+11,192847060,164213460
Malaysia,MYS,2009,5.39252E+11,192119070,157412780
Malaysia,MYS,2010,5.79291E+11,199346100,178261940
Malaysia,MYS,2011,6.09958E+11,203452350,190441520
Malaysia,MYS,2012,6.43344E+11,212989970,210254930
Malaysia,MYS,2013,6.7354E+11,241671090,239279900
Malaysia,MYS,2014,7.13998E+11,245049710,239285740
Malaysia,MYS,2015,7.50351E+11,235505740,227865630
Malaysia,MYS,2016,7.8374E+11,236817360,223935710
Malaysia,MYS,2017,8.29297E+11,244105580,227235740
Malaysia,MYS,2018,8.69461E+11,262207180,247376720
Malaysia,MYS,2019,9.07832E+11,267494290,249560770
Malaysia,MYS,2020,8.57588E+11,269248670,250560980
Malaysia,MYS,2021,8.84106E+11,278861220,259996430
Malaysia,MYS,2022,,291071360,
Maldives,MDV,1990,,172208,
Maldives,MDV,1991,,153888,
Maldives,MDV,1992,,230832,
Maldives,MDV,1993,,197856,
Maldives,MDV,1994,,197856,
Maldives,MDV,1995,2693313000,249152,
Maldives,MDV,1996,2904971000,289456,
Maldives,MDV,1997,3148928800,329760,
Maldives,MDV,1998,3384931000,300448,
Maldives,MDV,1999,3593972700,421360,
Maldives,MDV,2000,3732190200,450672,
Maldives,MDV,2001,3585006000,461664,
Maldives,MDV,2002,3845578200,593568,
Maldives,MDV,2003,4374347300,505631.97,
Maldives,MDV,2004,4638284300,666848,
Maldives,MDV,2005,4029321700,600896,
Maldives,MDV,2006,5081437700,743792,
Maldives,MDV,2007,5473413000,780432,
Maldives,MDV,2008,5992584700,842720,
Maldives,MDV,2009,5559390000,883024,
Maldives,MDV,2010,5963287000,934320,
Maldives,MDV,2011,6474146000,985616,
Maldives,MDV,2012,6637125000,1110192,
Maldives,MDV,2013,7120379000,1091872,
Maldives,MDV,2014,7642276400,1315376,
Maldives,MDV,2015,7862721500,1278736,
Maldives,MDV,2016,8361084400,1436288,
Maldives,MDV,2017,8963911000,1513232,
Maldives,MDV,2018,9692061000,1740400,
Maldives,MDV,2019,10379952000,1952912,
Maldives,MDV,2020,6903416000,1648800,
Maldives,MDV,2021,9785254000,1720469,
Maldives,MDV,2022,,1701072,
Mali,MLI,1990,11955670000,422243,
Mali,MLI,1991,13359888000,425894,
Mali,MLI,1992,12929879000,462522,
Mali,MLI,1993,13340036000,502812.97,
Mali,MLI,1994,13844280000,548393,
Mali,MLI,1995,13971790000,595200,
Mali,MLI,1996,14957609000,646081,
Mali,MLI,1997,15679916000,726665,
Mali,MLI,1998,16867147000,934320,
Mali,MLI,1999,17828733000,970960,
Mali,MLI,2000,17817887000,1066224,
Mali,MLI,2001,20557609000,1161488,
Mali,MLI,2002,21196192000,1209120,
Mali,MLI,2003,23129080000,1245760,
Mali,MLI,2004,23489894000,1406976,
Mali,MLI,2005,25024907000,1454608,
Mali,MLI,2006,26191614000,1535216,
Mali,MLI,2007,27106648000,1788032,
Mali,MLI,2008,28400488000,1956576,
Mali,MLI,2009,29765507000,1886960,
Mali,MLI,2010,31347227000,2088480,
Mali,MLI,2011,32354456000,2279008,
Mali,MLI,2012,32083735000,2436560,
Mali,MLI,2013,32820079000,2743394,
Mali,MLI,2014,35145277000,3135649,
Mali,MLI,2015,37314370000,3281577,
Mali,MLI,2016,39498120000,4234638,
Mali,MLI,2017,41593676000,4656420,
Mali,MLI,2018,43567915000,4908662,
Mali,MLI,2019,45640073000,5832595,
Mali,MLI,2020,45076214000,6418546,
Mali,MLI,2021,46452216000,6928157,
Mali,MLI,2022,,7038757,
Malta,MLT,1990,5713014300,2427397,3395536.2
Malta,MLT,1991,6070448000,2271843,3250083.5
Malta,MLT,1992,6355209000,2293597,3471811
Malta,MLT,1993,6639970000,2885588,3732693.8
Malta,MLT,1994,7015202000,2658345,3678248.2
Malta,MLT,1995,7460140500,2452126,3726705
Malta,MLT,1996,7741935000,2533947,3856514.2
Malta,MLT,1997,8148927000,2556249,3627986
Malta,MLT,1998,8566608400,2524936,4762854
Malta,MLT,1999,8970950000,2572865,4196960
Malta,MLT,2000,10736594000,2468153,4607071.5
Malta,MLT,2001,10610461000,2736559,4818649.5
Malta,MLT,2002,10882623000,2747227,5064464
Malta,MLT,2003,11326044000,2960833,4460490.5
Malta,MLT,2004,11341855000,2849056,4303925.5
Malta,MLT,2005,11725584000,2656658,3296458.5
Malta,MLT,2006,12019954000,2667484,3856499.8
Malta,MLT,2007,12593949000,2731439,4735348.5
Malta,MLT,2008,13075742000,2690432,5916150
Malta,MLT,2009,12927579000,2526344,4640208.5
Malta,MLT,2010,13644229000,2602794,5906663.5
Malta,MLT,2011,13707828000,2583914,8145602.5
Malta,MLT,2012,14272408000,2717043,7951960
Malta,MLT,2013,15053544000,2379249,6489317
Malta,MLT,2014,16202599000,2364416,7611563
Malta,MLT,2015,17759367000,1665293,8427329
Malta,MLT,2016,18359830000,1356298,9175117
Malta,MLT,2017,20365703000,1530839,8762214
Malta,MLT,2018,21622061000,1546735,10330815
Malta,MLT,2019,22901512000,1648764,9798116
Malta,MLT,2020,20995125000,1597200,8440717
Malta,MLT,2021,23157154000,1606727,10236845
Malta,MLT,2022,,1655127,
Marshall Islands,MHL,1990,157774580,,
Marshall Islands,MHL,1991,157913140,,
Marshall Islands,MHL,1992,169189490,76944,
Marshall Islands,MHL,1993,179351420,84272,
Marshall Islands,MHL,1994,189893200,84272,
Marshall Islands,MHL,1995,205489620,87936,
Marshall Islands,MHL,1996,184318130,87936,
Marshall Islands,MHL,1997,172437600,87936,
Marshall Islands,MHL,1998,171024660,91600,
Marshall Islands,MHL,1999,168878060,87936,
Marshall Islands,MHL,2000,171164800,98928,
Marshall Islands,MHL,2001,182848660,102592,
Marshall Islands,MHL,2002,189689860,109920,
Marshall Islands,MHL,2003,186624700,106256,
Marshall Islands,MHL,2004,189102110,117248,
Marshall Islands,MHL,2005,192454900,113584,
Marshall Islands,MHL,2006,192844600,120912,
Marshall Islands,MHL,2007,199385940,124576,
Marshall Islands,MHL,2008,184140030,128240.01,
Marshall Islands,MHL,2009,190904080,131904,
Marshall Islands,MHL,2010,201254190,135568,
Marshall Islands,MHL,2011,200635860,139232,
Marshall Islands,MHL,2012,198042200,135568,
Marshall Islands,MHL,2013,205329540,139232,
Marshall Islands,MHL,2014,203030000,142896,
Marshall Islands,MHL,2015,207316180,142896,
Marshall Islands,MHL,2016,211495870,142896,
Marshall Islands,MHL,2017,218708770,146560,
Marshall Islands,MHL,2018,227881460,146560,
Marshall Islands,MHL,2019,252582020,146560,
Marshall Islands,MHL,2020,247930460,146560,
Marshall Islands,MHL,2021,250694380,152931,
Marshall Islands,MHL,2022,,151206,
Mauritania,MRT,1990,9251678000,853712,
Mauritania,MRT,1991,9417106000,868368,
Mauritania,MRT,1992,9593595000,905008,
Mauritania,MRT,1993,10157088000,926992,
Mauritania,MRT,1994,9846206000,956304,
Mauritania,MRT,1995,10813085000,1014928,
Mauritania,MRT,1996,11442279000,1062560,
Mauritania,MRT,1997,10979473000,1077216,
Mauritania,MRT,1998,11284463000,1069888,
Mauritania,MRT,1999,11698960000,1095536,
Mauritania,MRT,2000,11240592000,1113856,
Mauritania,MRT,2001,11150724000,1172480,
Mauritania,MRT,2002,11304770000,1249424,
Mauritania,MRT,2003,12087994000,1289728,
Mauritania,MRT,2004,12660090000,1384992,
Mauritania,MRT,2005,13744590000,1437338,
Mauritania,MRT,2006,16264413000,1550078,
Mauritania,MRT,2007,15944098000,1757602,
Mauritania,MRT,2008,15891311000,1834436,
Mauritania,MRT,2009,15906864000,2012298.1,
Mauritania,MRT,2010,16323661000,2093519.9,
Mauritania,MRT,2011,17004811000,2230241,
Mauritania,MRT,2012,17764930000,2447571,
Mauritania,MRT,2013,18502318000,2168855,
Mauritania,MRT,2014,19293260000,2566410,
Mauritania,MRT,2015,20330530000,3002486,
Mauritania,MRT,2016,20586879000,2627103,
Mauritania,MRT,2017,21877789000,3419921,
Mauritania,MRT,2018,22921837000,3664324,
Mauritania,MRT,2019,24135922000,3773920,
Mauritania,MRT,2020,23909403000,4118336.2,
Mauritania,MRT,2021,24494076000,4455008,
Mauritania,MRT,2022,,4534088,
Mauritius,MUS,1990,8717860000,1461936,2689348.2
Mauritius,MUS,1991,9104537000,1520560,2814072.2
Mauritius,MUS,1992,9697487000,1707424,3115605.5
Mauritius,MUS,1993,10190320000,1773376,3185430.2
Mauritius,MUS,1994,10611805000,1623152,3176450
Mauritius,MUS,1995,11066812000,1828336,3441127.2
Mauritius,MUS,1996,11685208000,1949248,3981367.2
Mauritius,MUS,1997,12349801000,1996880,3960732.8
Mauritius,MUS,1998,13099675000,2169088,3739995.8
Mauritius,MUS,1999,13441698000,2425568,3819588.5
Mauritius,MUS,2000,14544293000,2689376,4619329
Mauritius,MUS,2001,15031168000,2861584,4414126
Mauritius,MUS,2002,15273909000,2883568,4493455.5
Mauritius,MUS,2003,16178956000,3059440,4695643.5
Mauritius,MUS,2004,16879508000,3088752,5074337
Mauritius,MUS,2005,17179550000,3293936,4455221
Mauritius,MUS,2006,18015429000,3627360,4830880
Mauritius,MUS,2007,19047174000,3685984,4752737.5
Mauritius,MUS,2008,20073239000,3766592,5326737
Mauritius,MUS,2009,20738683000,3707968,4863718
Mauritius,MUS,2010,21646457000,3913152,4888762.5
Mauritius,MUS,2011,22529098000,3916816,4984695
Mauritius,MUS,2012,23316742000,3964448,5067497
Mauritius,MUS,2013,24100280000,4067040,5116259.5
Mauritius,MUS,2014,25022590000,4206272,5350895
Mauritius,MUS,2015,25946063000,4209936,5037001.5
Mauritius,MUS,2016,26948220000,4345504,5280008.5
Mauritius,MUS,2017,28009440000,4536032,5639693
Mauritius,MUS,2018,29131704000,4459088,5706307.5
Mauritius,MUS,2019,29974036000,4521376,5774998.5
Mauritius,MUS,2020,25598607000,3806896,5282810
Mauritius,MUS,2021,26546680000,4090829.8,5757312
Mauritius,MUS,2022,,4249021,
Mexico,MEX,1990,1.25487E+12,317042370,321418940
Mexico,MEX,1991,1.30776E+12,330133150,338722370
Mexico,MEX,1992,1.35407E+12,332780160,346332580
Mexico,MEX,1993,1.38035E+12,338067200,352444600
Mexico,MEX,1994,1.44856E+12,351843100,364651260
Mexico,MEX,1995,1.35742E+12,331142700,322713950
Mexico,MEX,1996,1.44937E+12,341764670,338771780
Mexico,MEX,1997,1.5486E+12,362680030,375013660
Mexico,MEX,1998,1.62857E+12,381307650,398907170
Mexico,MEX,1999,1.67341E+12,386270270,407858100
Mexico,MEX,2000,1.75612E+12,391725000,439718600
Mexico,MEX,2001,1.74902E+12,407730600,448768960
Mexico,MEX,2002,1.74832E+12,410506050,452845380
Mexico,MEX,2003,1.77361E+12,436179740,451526940
Mexico,MEX,2004,1.84315E+12,438799520,470170050
Mexico,MEX,2005,1.88568E+12,463643940,490332540
Mexico,MEX,2006,1.97045E+12,474744220,504696030
Mexico,MEX,2007,2.0156E+12,473747900,497757820
Mexico,MEX,2008,2.03865E+12,473107260,505166900
Mexico,MEX,2009,1.93089E+12,460417340,485903230
Mexico,MEX,2010,2.02972E+12,456597400,495317730
Mexico,MEX,2011,2.10406E+12,483404740,537657340
Mexico,MEX,2012,2.1807E+12,501568830,548456450
Mexico,MEX,2013,2.21023E+12,495485200,557005760
Mexico,MEX,2014,2.27322E+12,484113700,548533950
Mexico,MEX,2015,2.34808E+12,479519780,539292000
Mexico,MEX,2016,2.40984E+12,479789760,528771970
Mexico,MEX,2017,2.46077E+12,465620930,516627420
Mexico,MEX,2018,2.51478E+12,470285860,522517120
Mexico,MEX,2019,2.50977E+12,468322140,514544320
Mexico,MEX,2020,2.3093E+12,442289100,468585100
Mexico,MEX,2021,2.41831E+12,468791360,506236700
Mexico,MEX,2022,,511971970,
Micronesia (country),FSM,1990,288444130,,
Micronesia (country),FSM,1991,309867870,,
Micronesia (country),FSM,1992,322287420,135568,
Micronesia (country),FSM,1993,348523740,142896,
Micronesia (country),FSM,1994,346660800,153888,
Micronesia (country),FSM,1995,370977180,179536,
Micronesia (country),FSM,1996,359171330,183200,
Micronesia (country),FSM,1997,337402180,194192,
Micronesia (country),FSM,1998,347019870,201520,
Micronesia (country),FSM,1999,351789440,190528,
Micronesia (country),FSM,2000,368794620,179536,
Micronesia (country),FSM,2001,376788600,164880,
Micronesia (country),FSM,2002,378849630,150224,
Micronesia (country),FSM,2003,384805600,161216,
Micronesia (country),FSM,2004,372953000,142896,
Micronesia (country),FSM,2005,380568200,117248,
Micronesia (country),FSM,2006,380259700,113584,
Micronesia (country),FSM,2007,373277440,131904,
Micronesia (country),FSM,2008,364287100,109920,
Micronesia (country),FSM,2009,368269120,146560,
Micronesia (country),FSM,2010,376589760,102592,
Micronesia (country),FSM,2011,388597600,117248,
Micronesia (country),FSM,2012,381343170,124576,
Micronesia (country),FSM,2013,367310620,135568,
Micronesia (country),FSM,2014,358841280,135568,
Micronesia (country),FSM,2015,375426500,142896,
Micronesia (country),FSM,2016,378806000,142896,
Micronesia (country),FSM,2017,388966300,142896,
Micronesia (country),FSM,2018,389789570,142896,
Micronesia (country),FSM,2019,394368800,146560,
Micronesia (country),FSM,2020,387406560,146560,
Micronesia (country),FSM,2021,375055300,152931,
Micronesia (country),FSM,2022,,151206,
Middle East (GCP),,1990,,844408500,889542600
Middle East (GCP),,1991,,932026300,979137500
Middle East (GCP),,1992,,1019779840,1096195600
Middle East (GCP),,1993,,1107107300,1132454100
Middle East (GCP),,1994,,1165713200,1164188900
Middle East (GCP),,1995,,1127157100,1143630000
Middle East (GCP),,1996,,1146179300,1127100000
Middle East (GCP),,1997,,1130705700,1120220700
Middle East (GCP),,1998,,1170273400,1203503600
Middle East (GCP),,1999,,1258927000,1097851800
Middle East (GCP),,2000,,1391716000,1121857400
Middle East (GCP),,2001,,1407256200,1146282900
Middle East (GCP),,2002,,1425616900,1164383900
Middle East (GCP),,2003,,1518183800,1400303900
Middle East (GCP),,2004,,1635840900,1526179300
Middle East (GCP),,2005,,1700282500,1593688300
Middle East (GCP),,2006,,1810276700,1740068700
Middle East (GCP),,2007,,1803489700,1811345800
Middle East (GCP),,2008,,1944255900,1949626000
Middle East (GCP),,2009,,2023190700,2020336600
Middle East (GCP),,2010,,2135012600,2113206700
Middle East (GCP),,2011,,2180343600,2136947300
Middle East (GCP),,2012,,2326369500,2246495000
Middle East (GCP),,2013,,2279893200,2255224300
Middle East (GCP),,2014,,2390574600,2308882200
Middle East (GCP),,2015,,2507637200,2532035800
Middle East (GCP),,2016,,2568982500,2578706000
Middle East (GCP),,2017,,2645985800,2604734200
Middle East (GCP),,2018,,2670249500,2539927800
Middle East (GCP),,2019,,2673193200,2554807300
Middle East (GCP),,2020,,2521983700,2441115000
Middle East (GCP),,2021,,2640764400,2493678000
Middle East (GCP),,2022,,2677581300,
Middle East and North Africa (WB),,1990,2.72838E+12,,
Middle East and North Africa (WB),,1991,2.857E+12,,
Middle East and North Africa (WB),,1992,2.98376E+12,,
Middle East and North Africa (WB),,1993,3.03227E+12,,
Middle East and North Africa (WB),,1994,3.0905E+12,,
Middle East and North Africa (WB),,1995,3.16942E+12,,
Middle East and North Africa (WB),,1996,3.3272E+12,,
Middle East and North Africa (WB),,1997,3.43841E+12,,
Middle East and North Africa (WB),,1998,3.5944E+12,,
Middle East and North Africa (WB),,1999,3.66573E+12,,
Middle East and North Africa (WB),,2000,3.9027E+12,,
Middle East and North Africa (WB),,2001,3.96524E+12,,
Middle East and North Africa (WB),,2002,4.03451E+12,,
Middle East and North Africa (WB),,2003,4.25364E+12,,
Middle East and North Africa (WB),,2004,4.57684E+12,,
Middle East and North Africa (WB),,2005,4.80273E+12,,
Middle East and North Africa (WB),,2006,5.06878E+12,,
Middle East and North Africa (WB),,2007,5.33677E+12,,
Middle East and North Africa (WB),,2008,5.57563E+12,,
Middle East and North Africa (WB),,2009,5.61525E+12,,
Middle East and North Africa (WB),,2010,5.89098E+12,,
Middle East and North Africa (WB),,2011,6.092E+12,,
Middle East and North Africa (WB),,2012,6.36579E+12,,
Middle East and North Africa (WB),,2013,6.49207E+12,,
Middle East and North Africa (WB),,2014,6.71377E+12,,
Middle East and North Africa (WB),,2015,6.91829E+12,,
Middle East and North Africa (WB),,2016,7.23387E+12,,
Middle East and North Africa (WB),,2017,7.36795E+12,,
Middle East and North Africa (WB),,2018,7.51285E+12,,
Middle East and North Africa (WB),,2019,7.58579E+12,,
Middle East and North Africa (WB),,2020,7.35242E+12,,
Middle East and North Africa (WB),,2021,7.67128E+12,,
Middle-income countries,,1990,1.80944E+13,,
Middle-income countries,,1991,1.82595E+13,,
Middle-income countries,,1992,1.83746E+13,,
Middle-income countries,,1993,1.87878E+13,,
Middle-income countries,,1994,1.91718E+13,,
Middle-income countries,,1995,1.98338E+13,,
Middle-income countries,,1996,2.08341E+13,,
Middle-income countries,,1997,2.18051E+13,,
Middle-income countries,,1998,2.22318E+13,,
Middle-income countries,,1999,2.30877E+13,,
Middle-income countries,,2000,2.4417E+13,,
Middle-income countries,,2001,2.53108E+13,,
Middle-income countries,,2002,2.64762E+13,,
Middle-income countries,,2003,2.80652E+13,,
Middle-income countries,,2004,3.01724E+13,,
Middle-income countries,,2005,3.22671E+13,,
Middle-income countries,,2006,3.47871E+13,,
Middle-income countries,,2007,3.76861E+13,,
Middle-income countries,,2008,3.97021E+13,,
Middle-income countries,,2009,4.0708E+13,,
Middle-income countries,,2010,4.37551E+13,,
Middle-income countries,,2011,4.63302E+13,,
Middle-income countries,,2012,4.87808E+13,,
Middle-income countries,,2013,5.12768E+13,,
Middle-income countries,,2014,5.37206E+13,,
Middle-income countries,,2015,5.60212E+13,,
Middle-income countries,,2016,5.86119E+13,,
Middle-income countries,,2017,6.15924E+13,,
Middle-income countries,,2018,6.45512E+13,,
Middle-income countries,,2019,6.6995E+13,,
Middle-income countries,,2020,6.57589E+13,,
Middle-income countries,,2021,7.01764E+13,,
Moldova,MDA,1990,,36239530,
Moldova,MDA,1991,,29273716,
Moldova,MDA,1992,,20978058,
Moldova,MDA,1993,,15845813,
Moldova,MDA,1994,,12426964,
Moldova,MDA,1995,16816808000,11405406,
Moldova,MDA,1996,15828474000,11687090,
Moldova,MDA,1997,16089179000,7301343,
Moldova,MDA,1998,15036594000,6443838,
Moldova,MDA,1999,14530124000,4684538,
Moldova,MDA,2000,14836378000,3572952,
Moldova,MDA,2001,15741396000,3786589,
Moldova,MDA,2002,16969225000,4051736,
Moldova,MDA,2003,18089193000,4404268,
Moldova,MDA,2004,19427795000,4613424,
Moldova,MDA,2005,20884880000,4937548,
Moldova,MDA,2006,21887353000,5029747,
Moldova,MDA,2007,22543974000,4978554,
Moldova,MDA,2008,24302404000,5190380,
Moldova,MDA,2009,22844260000,4539512,
Moldova,MDA,2010,24466203000,4830905,
Moldova,MDA,2011,25889686000,4944974,
Moldova,MDA,2012,25737005000,4765682,
Moldova,MDA,2013,28064627000,4899358,
Moldova,MDA,2014,29467752000,4758816,
Moldova,MDA,2015,29368082000,4781760,
Moldova,MDA,2016,30662887000,4903671,
Moldova,MDA,2017,32101220000,5220511,
Moldova,MDA,2018,33482047000,5445450,
Moldova,MDA,2019,34715324000,5495003,
Moldova,MDA,2020,32153272000,5241230,
Moldova,MDA,2021,36636914000,5596952,
Moldova,MDA,2022,,5422021,
Mongolia,MNG,1990,10872166000,9791058,8914163
Mongolia,MNG,1991,9926990000,11959794,8749755
Mongolia,MNG,1992,9008101000,10942613,9180854
Mongolia,MNG,1993,8722653000,9193024,6057697.5
Mongolia,MNG,1994,8908828000,7864772,5836016
Mongolia,MNG,1995,9476893000,7837062,5946947.5
Mongolia,MNG,1996,9688710000,7935414,7484468
Mongolia,MNG,1997,10066252000,7615103,6075713.5
Mongolia,MNG,1998,10402459000,7621516,6398463
Mongolia,MNG,1999,10721852000,7487592,6619352.5
Mongolia,MNG,2000,10844731000,7431864,7050294
Mongolia,MNG,2001,11164944000,7803958,7491467
Mongolia,MNG,2002,11693380000,8196567.5,7791639
Mongolia,MNG,2003,12512458000,7930966,8289407
Mongolia,MNG,2004,13841957000,8501100,8502141
Mongolia,MNG,2005,14846006000,8515106,8725094
Mongolia,MNG,2006,16116265000,9281176,9576258
Mongolia,MNG,2007,17767862000,11957832,12256326
Mongolia,MNG,2008,19349268000,11917791,13085147
Mongolia,MNG,2009,19103803000,13026382,13449694
Mongolia,MNG,2010,20319791000,13772318,14677551
Mongolia,MNG,2011,23833242000,21367866,23301284
Mongolia,MNG,2012,26769453000,34999856,36681228
Mongolia,MNG,2013,29887805000,43478036,43468948
Mongolia,MNG,2014,32244525000,29626122,29179490
Mongolia,MNG,2015,33011892000,23282274,23509742
Mongolia,MNG,2016,33503699000,25629140,23802430
Mongolia,MNG,2017,35392262000,34135348,30455138
Mongolia,MNG,2018,38133350000,45315650,40990972
Mongolia,MNG,2019,40269672000,47254524,42015388
Mongolia,MNG,2020,38434280000,37076764,33571784
Mongolia,MNG,2021,39063360000,38256660,35227372
Mongolia,MNG,2022,,37894484,
Montenegro,MNE,1990,,1962026,
Montenegro,MNE,1991,,1388069,
Montenegro,MNE,1992,,1483274,
Montenegro,MNE,1993,,1293620,
Montenegro,MNE,1994,,1256653,
Montenegro,MNE,1995,,1327336,
Montenegro,MNE,1996,,1552994,
Montenegro,MNE,1997,7668695000,1669797,
Montenegro,MNE,1998,8044461600,1757580,
Montenegro,MNE,1999,7288282000,1211858,
Montenegro,MNE,2000,7514219000,1520843,
Montenegro,MNE,2001,7596863500,1667268,
Montenegro,MNE,2002,7741503000,1766249,
Montenegro,MNE,2003,7933698000,1889193,
Montenegro,MNE,2004,8284847600,2041277.9,
Montenegro,MNE,2005,8631204000,1750836,
Montenegro,MNE,2006,9370589000,2062832.1,
Montenegro,MNE,2007,10008740000,2055504.1,
Montenegro,MNE,2008,10731647000,2605104,
Montenegro,MNE,2009,10109738000,1681776,
Montenegro,MNE,2010,10386171000,2421904,
Montenegro,MNE,2011,10721484000,2407248,
Montenegro,MNE,2012,10429453000,2213056,
Montenegro,MNE,2013,10799592000,2150768,
Montenegro,MNE,2014,10992224000,2106800,
Montenegro,MNE,2015,11364903000,2238704,
Montenegro,MNE,2016,11700086000,2015199.9,
Montenegro,MNE,2017,12251916000,2103136,
Montenegro,MNE,2018,12874055000,2399920,
Montenegro,MNE,2019,13397120000,2476864,
Montenegro,MNE,2020,11346437000,2407248,
Montenegro,MNE,2021,12757294000,2304752,
Montenegro,MNE,2022,,2292498,
Montserrat,MSR,1990,,29312,
Montserrat,MSR,1991,,29312,
Montserrat,MSR,1992,,29312,
Montserrat,MSR,1993,,29312,
Montserrat,MSR,1994,,32976,
Montserrat,MSR,1995,,32976,
Montserrat,MSR,1996,,36640,
Montserrat,MSR,1997,,32976,
Montserrat,MSR,1998,,29312,
Montserrat,MSR,1999,,36640,
Montserrat,MSR,2000,,25648,
Montserrat,MSR,2001,,25648,
Montserrat,MSR,2002,,47632,
Montserrat,MSR,2003,,36640,
Montserrat,MSR,2004,,47632,
Montserrat,MSR,2005,,40304,
Montserrat,MSR,2006,,40304,
Montserrat,MSR,2007,,40304,
Montserrat,MSR,2008,,47632,
Montserrat,MSR,2009,,43968,
Montserrat,MSR,2010,,58624,
Montserrat,MSR,2011,,36640,
Montserrat,MSR,2012,,40304,
Montserrat,MSR,2013,,47632,
Montserrat,MSR,2014,,47632,
Montserrat,MSR,2015,,54960,
Montserrat,MSR,2016,,29312,
